bladnr,download_link,download_size_bytes,einddatum,id,jaargang_luchtfoto,startdatum
232000_574000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_232000_574000.zip,16915262,2026/01/01 00:59:59,"0683ce69-26b7-5f32-8ff3-fbc320fe1186",2025,2025/01/01 01:00:00
232000_576000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_232000_576000.zip,13155404,2026/01/01 00:59:59,27e19193-730c-5411-9278-e8e62ecaa0a5,2025,2025/01/01 01:00:00
232000_578000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_232000_578000.zip,13563153,2026/01/01 00:59:59,c051c30e-a6cd-5de0-8c54-c331ec88214b,2025,2025/01/01 01:00:00
232000_580000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_232000_580000.zip,14770862,2026/01/01 00:59:59,71ea2d06-a7df-5be1-8e27-95e7a6ade9d6,2025,2025/01/01 01:00:00
232000_582000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_232000_582000.zip,14100639,2026/01/01 00:59:59,f61f7cd0-ffe4-5732-9bd7-a1aa50af4297,2025,2025/01/01 01:00:00
232000_584000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_232000_584000.zip,11470005,2026/01/01 00:59:59,dd044ee3-aad0-5852-9c74-80fd30c6efee,2025,2025/01/01 01:00:00
232000_586000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_232000_586000.zip,4750868,2026/01/01 00:59:59,93b1438b-e295-50f2-8f3c-7fe11519266a,2025,2025/01/01 01:00:00
232000_588000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_232000_588000.zip,5004416,2026/01/01 00:59:59,1e132dea-fc93-51db-98cc-e5ef0a20568c,2025,2025/01/01 01:00:00
234000_562000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_234000_562000.zip,11764476,2026/01/01 00:59:59,41c294f8-fb71-5674-9615-a413d0196488,2025,2025/01/01 01:00:00
234000_564000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_234000_564000.zip,15487112,2026/01/01 00:59:59,3ee1c6bb-e243-5a3e-9d2d-b1905c27c172,2025,2025/01/01 01:00:00
234000_566000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_234000_566000.zip,11825507,2026/01/01 00:59:59,"0eecd302-c24e-5c2e-9954-a25c9bbcb298",2025,2025/01/01 01:00:00
234000_568000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_234000_568000.zip,9859213,2026/01/01 00:59:59,c9283827-714f-5c91-b257-69eb184e767b,2025,2025/01/01 01:00:00
234000_570000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_234000_570000.zip,10315061,2026/01/01 00:59:59,"004ffbc3-fa23-5499-833f-c76eecb69c7f",2025,2025/01/01 01:00:00
234000_572000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_234000_572000.zip,17357014,2026/01/01 00:59:59,e7f33de8-0c18-5ef1-90c0-cf937f18fa58,2025,2025/01/01 01:00:00
234000_574000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_234000_574000.zip,16151253,2026/01/01 00:59:59,82b2bbfd-c06a-59c1-b90c-33639dcb5673,2025,2025/01/01 01:00:00
234000_576000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_234000_576000.zip,12138323,2026/01/01 00:59:59,3777bef1-3d5c-596b-830d-b952fd181b5e,2025,2025/01/01 01:00:00
234000_578000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_234000_578000.zip,15224408,2026/01/01 00:59:59,bd802353-e979-5b06-85a8-db075f6f0ff5,2025,2025/01/01 01:00:00
234000_580000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_234000_580000.zip,14032792,2026/01/01 00:59:59,212349d3-2c2c-5694-9207-4821092cb6c7,2025,2025/01/01 01:00:00
234000_582000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_234000_582000.zip,12566992,2026/01/01 00:59:59,2a8ebde2-1c20-5aee-bfd9-206b34dbebbe,2025,2025/01/01 01:00:00
234000_584000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_234000_584000.zip,15705063,2026/01/01 00:59:59,74b4ad4f-94f5-568b-a98a-1cb33524d33e,2025,2025/01/01 01:00:00
234000_586000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_234000_586000.zip,8083786,2026/01/01 00:59:59,2dca2fdc-68ba-5e67-a446-ba52c1701776,2025,2025/01/01 01:00:00
234000_588000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_234000_588000.zip,5511350,2026/01/01 00:59:59,494771d5-04ca-5740-aa4e-037850cf06e7,2025,2025/01/01 01:00:00
236000_562000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_236000_562000.zip,9457427,2026/01/01 00:59:59,16b85476-6fb2-59f6-ab8a-99eb7a38919d,2025,2025/01/01 01:00:00
236000_564000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_236000_564000.zip,12520585,2026/01/01 00:59:59,aec52466-a6bd-5d4a-ae9f-b23489c5d660,2025,2025/01/01 01:00:00
236000_566000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_236000_566000.zip,10409348,2026/01/01 00:59:59,c2954f46-5efb-5abe-8ca5-6d2f840815ca,2025,2025/01/01 01:00:00
236000_568000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_236000_568000.zip,8004389,2026/01/01 00:59:59,ef90ad8e-5885-5547-958b-bf062c628ccf,2025,2025/01/01 01:00:00
236000_570000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_236000_570000.zip,11641558,2026/01/01 00:59:59,779bc087-1fe9-5994-b0bb-3253c99af5ec,2025,2025/01/01 01:00:00
236000_572000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_236000_572000.zip,17479780,2026/01/01 00:59:59,cab7a493-ad39-5dea-afd2-c1d636bdfa7c,2025,2025/01/01 01:00:00
236000_574000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_236000_574000.zip,18264462,2026/01/01 00:59:59,9522ae08-bdd5-5269-a8ee-8d7a093aea27,2025,2025/01/01 01:00:00
236000_576000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_236000_576000.zip,20372560,2026/01/01 00:59:59,905039f2-6fc9-55aa-b59f-29aebe56e2aa,2025,2025/01/01 01:00:00
236000_578000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_236000_578000.zip,17486091,2026/01/01 00:59:59,fa147f56-c1a0-5e4f-bd3e-f199c3cc128d,2025,2025/01/01 01:00:00
236000_580000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_236000_580000.zip,14978859,2026/01/01 00:59:59,2bf9e97b-7a90-5802-9104-28c88e541ca3,2025,2025/01/01 01:00:00
236000_582000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_236000_582000.zip,14817643,2026/01/01 00:59:59,2bb85bfc-13c4-5d06-b348-baf8220ab471,2025,2025/01/01 01:00:00
236000_584000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_236000_584000.zip,12994225,2026/01/01 00:59:59,be2d97d5-24cb-5b82-b4bc-ef199504155c,2025,2025/01/01 01:00:00
236000_586000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_236000_586000.zip,6771856,2026/01/01 00:59:59,2a573bf1-b2f5-50ad-a2a1-d77e2a5e7404,2025,2025/01/01 01:00:00
236000_588000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_236000_588000.zip,6386352,2026/01/01 00:59:59,9861b7a2-f7a5-53b8-8c47-d4813c1a7c4c,2025,2025/01/01 01:00:00
238000_562000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_238000_562000.zip,13333918,2026/01/01 00:59:59,1ea57691-bbd7-5ff0-a4a2-2bef8992bb0d,2025,2025/01/01 01:00:00
238000_564000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_238000_564000.zip,18048610,2026/01/01 00:59:59,67a913b0-0de6-53fb-bb38-f32bd51068e7,2025,2025/01/01 01:00:00
238000_566000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_238000_566000.zip,16446404,2026/01/01 00:59:59,c2022ed7-af63-583c-8afe-1324b882efc0,2025,2025/01/01 01:00:00
238000_568000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_238000_568000.zip,20877482,2026/01/01 00:59:59,1dd54120-2f21-58ee-b6dc-9ac3f81c69a0,2025,2025/01/01 01:00:00
238000_570000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_238000_570000.zip,19346576,2026/01/01 00:59:59,617a80ab-4979-5771-b7b7-08bd0ccb3e19,2025,2025/01/01 01:00:00
238000_572000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_238000_572000.zip,14945995,2026/01/01 00:59:59,106f4e39-2082-5c63-9384-c72f85d25016,2025,2025/01/01 01:00:00
238000_574000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_238000_574000.zip,11082546,2026/01/01 00:59:59,8128003f-f737-5adc-8328-fcd057722b09,2025,2025/01/01 01:00:00
238000_576000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_238000_576000.zip,18436314,2026/01/01 00:59:59,d9c3befe-d167-566b-a4c0-18a8aa94f35e,2025,2025/01/01 01:00:00
238000_578000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_238000_578000.zip,16822381,2026/01/01 00:59:59,ee50d090-6f78-5df5-8cf6-f7bf93b361a7,2025,2025/01/01 01:00:00
238000_580000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_238000_580000.zip,13603811,2026/01/01 00:59:59,a7e7d5a3-ef98-5812-9b67-7db722ba9d33,2025,2025/01/01 01:00:00
238000_582000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_238000_582000.zip,14264017,2026/01/01 00:59:59,b1863aa1-5df1-5a19-9628-d4fb611d6dfa,2025,2025/01/01 01:00:00
238000_584000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_238000_584000.zip,9613472,2026/01/01 00:59:59,6b70e41e-e33d-5d67-9187-be871b1af0dd,2025,2025/01/01 01:00:00
238000_586000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_238000_586000.zip,7373138,2026/01/01 00:59:59,380a9a8b-753c-5131-a6bb-b65b326662a7,2025,2025/01/01 01:00:00
238000_588000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_238000_588000.zip,5721276,2026/01/01 00:59:59,34e929d7-df01-58f1-a904-bfaa433aeebc,2025,2025/01/01 01:00:00
240000_562000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_240000_562000.zip,16337694,2026/01/01 00:59:59,eaeca0ce-18f8-5539-8908-d57561388ad3,2025,2025/01/01 01:00:00
240000_564000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_240000_564000.zip,21798293,2026/01/01 00:59:59,4bb4267a-704d-5151-83e9-fbf0ad38dcda,2025,2025/01/01 01:00:00
240000_566000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_240000_566000.zip,18032324,2026/01/01 00:59:59,10c5cbd2-0d82-526f-84af-ba91953a3c4f,2025,2025/01/01 01:00:00
240000_568000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_240000_568000.zip,11528096,2026/01/01 00:59:59,f69fc200-a6c8-59c2-b56f-bed40e903798,2025,2025/01/01 01:00:00
240000_570000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_240000_570000.zip,8853757,2026/01/01 00:59:59,b39c926f-890a-5351-ad88-a68f6e614ecc,2025,2025/01/01 01:00:00
240000_572000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_240000_572000.zip,8359618,2026/01/01 00:59:59,"0b621013-1b7d-51c7-8e63-6fc4dd88490e",2025,2025/01/01 01:00:00
240000_574000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_240000_574000.zip,12634632,2026/01/01 00:59:59,eecdbbab-1f2e-5fc2-909c-70749a8ba8e3,2025,2025/01/01 01:00:00
240000_576000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_240000_576000.zip,13683972,2026/01/01 00:59:59,1958f94f-450a-5ae3-b913-c8abf5607c9f,2025,2025/01/01 01:00:00
240000_578000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_240000_578000.zip,16442041,2026/01/01 00:59:59,"0e92bace-8c8c-5dd9-b19a-c099c4be9f7c",2025,2025/01/01 01:00:00
240000_580000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_240000_580000.zip,10787708,2026/01/01 00:59:59,2f65ab09-e3a2-5fff-a512-050b559fb23f,2025,2025/01/01 01:00:00
240000_582000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_240000_582000.zip,13189963,2026/01/01 00:59:59,6148428c-1ed3-5ebd-b9e8-4c76ef692d8c,2025,2025/01/01 01:00:00
240000_584000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_240000_584000.zip,8430939,2026/01/01 00:59:59,adef6b33-6d68-5b24-b78a-9c44c271eb8e,2025,2025/01/01 01:00:00
240000_586000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_240000_586000.zip,8856619,2026/01/01 00:59:59,905b7ab8-5df9-5e09-8e86-3930427bcbcf,2025,2025/01/01 01:00:00
240000_588000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_240000_588000.zip,5991592,2026/01/01 00:59:59,1f662f84-0d6a-554a-95f6-91a11c99e072,2025,2025/01/01 01:00:00
242000_562000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_242000_562000.zip,15061544,2026/01/01 00:59:59,a4832090-1362-5c4a-a3e1-e0354984af86,2025,2025/01/01 01:00:00
242000_564000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_242000_564000.zip,18317046,2026/01/01 00:59:59,badf3b52-04a6-5ffb-bed6-0792ba88bcae,2025,2025/01/01 01:00:00
242000_566000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_242000_566000.zip,10169912,2026/01/01 00:59:59,22cfd76e-60d9-5dec-b84f-c15e6ab8436d,2025,2025/01/01 01:00:00
242000_568000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_242000_568000.zip,10386360,2026/01/01 00:59:59,3ea3d254-898d-5495-989c-a7d4cc78bb98,2025,2025/01/01 01:00:00
242000_570000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_242000_570000.zip,7928699,2026/01/01 00:59:59,"044ad4ff-cdc2-55b6-a784-9458836a5f53",2025,2025/01/01 01:00:00
242000_572000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_242000_572000.zip,8282571,2026/01/01 00:59:59,c63dfb36-9109-58e7-871e-e80474592f58,2025,2025/01/01 01:00:00
242000_574000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_242000_574000.zip,16728020,2026/01/01 00:59:59,2a08acbe-78a5-51ed-a0f9-206312cafc77,2025,2025/01/01 01:00:00
242000_576000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_242000_576000.zip,11778221,2026/01/01 00:59:59,65fe3948-210b-5ba1-bc4c-7d6ce7e1c7ee,2025,2025/01/01 01:00:00
242000_578000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_242000_578000.zip,12494222,2026/01/01 00:59:59,1ade7afb-3e8d-5fcb-9dba-3a76c95a19a2,2025,2025/01/01 01:00:00
242000_580000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_242000_580000.zip,9204820,2026/01/01 00:59:59,74a6d1ec-e4e1-53b9-97c5-1c5845da3415,2025,2025/01/01 01:00:00
242000_582000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_242000_582000.zip,16944407,2026/01/01 00:59:59,e70bd5be-98ae-5a7a-950a-6642ac50382e,2025,2025/01/01 01:00:00
242000_584000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_242000_584000.zip,5007362,2026/01/01 00:59:59,6b93e2ee-66e9-52c4-a822-c50710a621dd,2025,2025/01/01 01:00:00
242000_586000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_242000_586000.zip,6007599,2026/01/01 00:59:59,7291b664-b865-52a3-89aa-0eb655be52d2,2025,2025/01/01 01:00:00
242000_588000,https://download.pdok.nl/kadaster/basisvoorziening-3d/v1_0/2025/volledig/volledig_2025_242000_588000.zip,8982425,2026/01/01 00:59:59,e7b1459a-6e48-5eda-bb6f-2292908f9cff,2025,2025/01/01 01:00:00
